"type","id","author","editor","advisor","note","title","pages","article_no","num_pages","keywords","doi","journal","issue_date","volume","issue_no","description","month","year","issn","booktitle","acronym","edition","isbn","conf_loc","publisher","publisher_loc"
"article","2892698","Martin  Fleck and Javier  Troya and Manuel  Wimmer","","","","Towards Generic Modularization Transformations","190--195","","6","Design Quality, Generic Transformation, Modularization, Search-based Transformation","10.1145/2892664.2892698","","","","","","","2016","","Companion Proceedings of the 15th International Conference on Modularity","MODULARITY Companion 2016","","978-1-4503-4033-5","M&#225;laga, Spain","ACM","New York, NY, USA"
"article","1297404","Douglas R. Dechow and Boyana  Norris and James  Amundson","","","","The Common Component Architecture for Particle Accelerator Simulations","111--120","","10","CCA, MaryLie/IMPACT, Synergia2, accelerator simulations, common component architecture, components","10.1145/1297385.1297404","","","","","","","2007","","Proceedings of the 2007 Symposium on Component and Framework Technology in High-performance and Scientific Computing","CompFrame '07","","978-1-59593-867-1","Montreal, Quebec, Canada","ACM","New York, NY, USA"
"article","962311","Kenny  Wong","","","","Managing Views in a Program Understanding Tool","244--249","","6","","","","","","","","","1993","","Proceedings of the 1993 Conference of the Centre for Advanced Studies on Collaborative Research: Software Engineering - Volume 1","CASCON '93","","","Toronto, Ontario, Canada","IBM Press",""
"article","1052908","Miguel P. Monteiro and Jo&#227;o M. Fernandes","","","","Towards a Catalog of Aspect-oriented Refactorings","111--122","","12","aspect-oriented programming, code smells, object-oriented programming, programming style, refactoring","10.1145/1052898.1052908","","","","","","","2005","","Proceedings of the 4th International Conference on Aspect-oriented Software Development","AOSD '05","","1-59593-042-6","Chicago, Illinois","ACM","New York, NY, USA"
"article","2491221","Jonathan Philip Stringer and Qiang  Fu and Christopher  Lorier and Richard  Nelson and Christian Esteve Rothenberg","","","","Cardigan: Deploying a Distributed Routing Fabric","169--170","","2","distributed router, network virtualization, openflow","10.1145/2491185.2491221","","","","","","","2013","","Proceedings of the Second ACM SIGCOMM Workshop on Hot Topics in Software Defined Networking","HotSDN '13","","978-1-4503-2178-5","Hong Kong, China","ACM","New York, NY, USA"
"article","1062638","Ian  Gorton and Anna  Liu","","","","An Architects Guide to Enterprise Application Integration with J2EE and .NET","726--727","","2","COTS, enterprise application integration, integration architectures","10.1145/1062455.1062638","","","","","","","2005","","Proceedings of the 27th International Conference on Software Engineering","ICSE '05","","1-58113-963-2","St. Louis, MO, USA","ACM","New York, NY, USA"
"article","2801077","Prabath  Palathingal and Murat  Yuksel and Ismail  Guvenc and Nezih  Pala","","","","A Multi-Element VLC Architecture for High Spatial Reuse","21--26","","6","free-space-optics, visible light communication","10.1145/2801073.2801077","","","","","","","2015","","Proceedings of the 2Nd International Workshop on Visible Light Communications Systems","VLCS '15","","978-1-4503-3702-1","Paris, France","ACM","New York, NY, USA"
"article","2822877","Lorenzo Di Gregorio","","","","Evolution and Disruption in Network Processing for the Internet of Things: The Internet of Things (Ubiquity Symposium)","1:1--1:14","1","14","","10.1145/2822877","Ubiquity","December 2015","2015","December","","December","2015","1530-2180","","","","","","ACM","New York, NY, USA"
"article","263741","Jon  Oler and Gary  Lindstrom and Terence  Critchlow","","","","Migrating Relational Data to an ODBMS: Strategics and Lessons from a Molecular Biology Experience","243--252","","10","","10.1145/263700.263741","SIGPLAN Not.","Oct. 1997","32","10","","October","1997","0362-1340","","","","","","ACM","New York, NY, USA"
"article","263741","Jon  Oler and Gary  Lindstrom and Terence  Critchlow","","","","Migrating Relational Data to an ODBMS: Strategics and Lessons from a Molecular Biology Experience","243--252","","10","","10.1145/263698.263741","","","","","","","1997","","Proceedings of the 12th ACM SIGPLAN Conference on Object-oriented Programming, Systems, Languages, and Applications","OOPSLA '97","","0-89791-908-4","Atlanta, Georgia, USA","ACM","New York, NY, USA"
"article","2630781","David  G&#243;mez and Eduardo  Rodr&#237;guez and Ram&#243;n  Ag&#252;ero and Luis  Mu&#241;oz","","","","Reliable Communications over Wireless Mesh Networks with Inter and Intra-flow Network Coding","4:1--4:8","4","8","lossy wireless channels, mesh networks, network coding, reliable communications, simulation","10.1145/2630777.2630781","","","","","","","2014","","Proceedings of the 2014 Workshop on Ns-3","WNS3 '14","","978-1-4503-3003-9","Atlanta, Georgia, USA","ACM","New York, NY, USA"
"article","1012455","Paulo  Carreira and Helena  Galhardas","","","","Execution of Data Mappers","2--9","","8","","10.1145/1012453.1012455","","","","","","","2004","","Proceedings of the 2004 International Workshop on Information Quality in Information Systems","IQIS '04","","1-58113-902-0","Paris, France","ACM","New York, NY, USA"
"article","1367668","Zhaohui  Wu and Tong  Yu and Huajun  Chen and Xiaohong  Jiang and Yi  Feng and Yuxin  Mao and Heng  Wang and Jingming  Tang and Chunying  Zhou","","","","Information Retrieval and Knowledge Discovery on the Semantic Web of Traditional Chinese Medicine","1085--1086","","2","information retrieval, knowledge discovery, semantic web","10.1145/1367497.1367668","","","","","","","2008","","Proceedings of the 17th International Conference on World Wide Web","WWW '08","","978-1-60558-085-2","Beijing, China","ACM","New York, NY, USA"
"article","2597804","Vikrant  Kaulgud and Annervaz K.  M. and Janardan  Misra and Gary  Titus","","","","Comprehension Support During Knowledge Transitions: Learning from Field","205--206","","2","Field study, Java, Knowledge transition, Reverse Engineering","10.1145/2597008.2597804","","","","","","","2014","","Proceedings of the 22Nd International Conference on Program Comprehension","ICPC 2014","","978-1-4503-2879-1","Hyderabad, India","ACM","New York, NY, USA"
"article","114715","Seymour E. Goodman","","","","From Under the Rubble: Computing and the Resuscitation of Romania","19--22","","4","","10.1145/114669.114715","Commun. ACM","Sept. 1991","34","9","","September","1991","0001-0782","","","","","","ACM","New York, NY, USA"
"article","2591147","Manasvi  Jain and Rahul Raj  CP and Seshubabu  Tolety","","","","An Optimized Design Approach for Extending HMI Systems with Mobile Devices","624--625","","2","HMI on mobile, Remote monitoring on mobile, mobile application design, portable HMI, remote controlling, remote data visualization on mobile","10.1145/2591062.2591147","","","","","","","2014","","Companion Proceedings of the 36th International Conference on Software Engineering","ICSE Companion 2014","","978-1-4503-2768-8","Hyderabad, India","ACM","New York, NY, USA"
"article","2593747","Somayeh  Malakuti and Claas  Wilke","","","","Energy Aspects: Modularizing Energy-aware Applications","23--30","","8","Event-based modularization, aspect-orientated programming, energy st-atechart, energy testing","10.1145/2593743.2593747","","","","","","","2014","","Proceedings of the 3rd International Workshop on Green and Sustainable Software","GREENS 2014","","978-1-4503-2844-9","Hyderabad, India","ACM","New York, NY, USA"
"article","1346285","Jonathan M. McCune and Bryan  Parno and Adrian  Perrig and Michael K. Reiter and Arvind  Seshadri","","","","How Low Can You Go?: Recommendations for Hardware-supported Minimal TCB Code Execution","14--25","","12","late launch, secure execution, trusted computing","10.1145/1346281.1346285","","","","","","","2008","","Proceedings of the 13th International Conference on Architectural Support for Programming Languages and Operating Systems","ASPLOS XIII","","978-1-59593-958-6","Seattle, WA, USA","ACM","New York, NY, USA"
"article","1346285","Jonathan M. McCune and Bryan  Parno and Adrian  Perrig and Michael K. Reiter and Arvind  Seshadri","","","","How Low Can You Go?: Recommendations for Hardware-supported Minimal TCB Code Execution","14--25","","12","late launch, secure execution, trusted computing","10.1145/1353534.1346285","SIGARCH Comput. Archit. News","March 2008","36","1","","March","2008","0163-5964","","","","","","ACM","New York, NY, USA"
"article","1346285","Jonathan M. McCune and Bryan  Parno and Adrian  Perrig and Michael K. Reiter and Arvind  Seshadri","","","","How Low Can You Go?: Recommendations for Hardware-supported Minimal TCB Code Execution","14--25","","12","late launch, secure execution, trusted computing","10.1145/1353535.1346285","SIGOPS Oper. Syst. Rev.","March 2008","42","2","","March","2008","0163-5980","","","","","","ACM","New York, NY, USA"
"article","1346285","Jonathan M. McCune and Bryan  Parno and Adrian  Perrig and Michael K. Reiter and Arvind  Seshadri","","","","How Low Can You Go?: Recommendations for Hardware-supported Minimal TCB Code Execution","14--25","","12","late launch, secure execution, trusted computing","10.1145/1353536.1346285","SIGPLAN Not.","March 2008","43","3","","March","2008","0362-1340","","","","","","ACM","New York, NY, USA"
"article","860884","Richard J. Fateman and Raymond  Toy","","","","Converting Call-by-reference to Call-by-value: Fortran and Lisp Coexisting","95--102","","8","call, conversion, fortran, lisp","10.1145/860854.860884","","","","","","","2003","","Proceedings of the 2003 International Symposium on Symbolic and Algebraic Computation","ISSAC '03","","1-58113-641-2","Philadelphia, PA, USA","ACM","New York, NY, USA"
"article","1741998","A. H. Khan and M. A. Qadeer and M.  Siddiqui","","","","IP Multimedia Subsystem Testbed Using Open Source Elements","428--429","","2","3GPP, IMS, NGN, OpenIMSCore, PoC, VoIP, Wi-Fi, WiMax","10.1145/1741906.1741998","","","","","","","2010","","Proceedings of the International Conference and Workshop on Emerging Trends in Technology","ICWET '10","","978-1-60558-812-4","Mumbai, Maharashtra, India","ACM","New York, NY, USA"
"article","2981551","Jiska  Classen and Daniel  Steinmetzer and Matthias  Hollick","","","","Opportunities and Pitfalls in Securing Visible Light Communication on the Physical Layer","19--24","","6","","10.1145/2981548.2981551","","","","","","","2016","","Proceedings of the 3rd Workshop on Visible Light Communication Systems","VLCS '16","","978-1-4503-4253-7","New York City, New York","ACM","New York, NY, USA"
"article","2108151","Robert J. Eisenberg","","","","A Threshold Based Approach to Technical Debt","1--6","","6","cost estimation, risk management, software quality, technical debt","10.1145/2108144.2108151","SIGSOFT Softw. Eng. Notes","March 2012","37","2","","April","2012","0163-5948","","","","","","ACM","New York, NY, USA"
"article","320110","Bruce  Shriver","","","","Core Technologies in Hardware and Software (Invited Speaker)(Abstract Only)","194--","","","","","","","","","","","1999","","Proceedings of the 32Nd Annual ACM/IEEE International Symposium on Microarchitecture","MICRO 32","","0-7695-0437-X","Haifa, Israel","IEEE Computer Society","Washington, DC, USA"
"article","1161800","Simon J. E. Taylor and Peter  Lendermann and Ray J. Paul and Steven W. Reichenthal and Steffen  Stra&#223;burger and Stephen J. Turner","","","","Panel on Future Challenges in Modeling Methodology","327--335","","9","","","","","","","","","2004","","Proceedings of the 36th Conference on Winter Simulation","WSC '04","","0-7803-8786-4","Washington, D.C.","Winter Simulation Conference",""
"article","197716","Arthur G. Duncan","","","","Implementing Internal Program Representations with Ada and Ada 9X","154--163","","10","","10.1145/197694.197716","","","","","","","1994","","Proceedings of the Conference on TRI-Ada '94","TRI-Ada '94","","0-89791-666-2","Baltimore, Maryland, USA","ACM","New York, NY, USA"
"article","1024726","Dave  Hislop and Zo&#233;  Lacroix and Gerald  Moeller","","","","Issues in Mechanical Engineering Design Management","135--138","","4","","10.1145/1024694.1024726","SIGMOD Rec.","June 2004","33","2","","June","2004","0163-5808","","","","","","ACM","New York, NY, USA"
"article","1640056","Scott M. Pike and Wayne D. Heym and Bruce  Adcock and Derek  Bronish and Jason  Kirschenbaum and Bruce W. Weide","","","","Traditional Assignment Considered Harmful","909--916","","8","aliasing, assignment, data movement, parameter passing, swapping","10.1145/1639950.1640056","","","","","","","2009","","Proceedings of the 24th ACM SIGPLAN Conference Companion on Object Oriented Programming Systems Languages and Applications","OOPSLA '09","","978-1-60558-768-4","Orlando, Florida, USA","ACM","New York, NY, USA"
"article","2804446","Swetank Kumar  Saha and Li  Sun and Dimitrios  Koutsonikolas","","","","Improving Connectivity, Coverage, and Capacity in 60 GHz Indoor WLANs Using Relays","35--37","","3","60 GHz, 802.11ad, relays","10.1145/2801694.2804446","","","","","","","2015","","Proceedings of the 2015 Workshop on Wireless of the Students, by the Students, &#38; for the Students","S3 '15","","978-1-4503-3701-4","Paris, France","ACM","New York, NY, USA"
